problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p03038,Python,Runtime Error,"N, M = map(int, input().split()) A = sorted(list(map(int, input().split()))) BC = [None] * M for i in range(M): BC[i] = tuple(map(int, input().split())) BC.sort(key=lambda tpl: tpl[1], reverse=True) # sort by C descendant D = [0] * N i = 0 j = 0 while i < N and j < M: b, c = BC[j] for k in range(i, i + b): D[k] = c i += b j += 1 for i in range(N): A[i] = max(A[i], D[i]) print(sum(A))","N, M = map(int, input().split()) A = sorted(list(map(int, input().split()))) BC = [None] * M for i in range(M): BC[i] = tuple(map(int, input().split())) BC.sort(key=lambda tpl: tpl[1], reverse=True) # sort by C descendant D = [0] * N i = 0 j = 0 while i < N and j < M: b, c = BC[j] for k in range(i, min(i + b, N)): D[k] = c i += b j += 1 for i in range(N): A[i] = max(A[i], D[i]) print(sum(A))",replace,0,No stderr available,Runtime Error,386,394,8,0
p03038,Python,Runtime Error,"n, m = map(int, input().split()) a = list(map(int, input().split())) a.sort() hand = [] for _ in range(m): b, c = map(int, input().split()) hand.append((b, c)) hand.sort(key=lambda x: x[1], reverse=True) i = 0 lena = len(a) flag = False for h in hand: for j in range(h[0]): if i < lena and a[i] >= h[1]: flag = True break else: a[i] = h[1] i += 1 if flag: break print(sum(a))","n, m = map(int, input().split()) a = list(map(int, input().split())) a.sort() hand = [] for _ in range(m): b, c = map(int, input().split()) hand.append((b, c)) hand.sort(key=lambda x: x[1], reverse=True) i = 0 lena = len(a) flag = False for h in hand: for j in range(h[0]): if i >= lena: flag = True break if a[i] >= h[1]: flag = True break else: a[i] = h[1] i += 1 if flag: break print(sum(a))",replace,0,No stderr available,Runtime Error,375,394,19,0
p03038,Python,Runtime Error,"N, M = map(int, input().split()) A = list(map(int, input().split())) A.sort() BC = [list(map(int, input().split())) for i in range(M)] BC = sorted(BC, key=lambda x: -x[1]) i = 0 for B, C in BC: for _ in range(B): if A[i] < C: A[i] = C i += 1 else: print(sum(A)) exit() print(sum(A))","N, M = map(int, input().split()) A = list(map(int, input().split())) A.sort() BC = [list(map(int, input().split())) for i in range(M)] BC = sorted(BC, key=lambda x: -x[1]) i = 0 for B, C in BC: for _ in range(B): if i < N and A[i] < C: A[i] = C i += 1 else: print(sum(A)) exit() print(sum(A))",replace,0,No stderr available,Runtime Error,282,292,10,0
p03038,Python,Time Limit Exceeded,"import sys from heapq import heapify, heapreplace def main(): input = sys.stdin.readline N, M = map(int, input().split()) As = list(map(int, input().split())) heapify(As) BCs = [None] * M for i in range(M): BCs[i] = list(map(int, input().split())) BCs = reversed(sorted(BCs, key=lambda x: x[1])) for B, C in BCs: for _ in range(B): if As[0] < C: heapreplace(As, C) print(sum(As)) if __name__ == ""__main__"": main()","import sys from heapq import heapify, heapreplace def main(): input = sys.stdin.readline N, M = map(int, input().split()) As = list(map(int, input().split())) heapify(As) BCs = [None] * M for i in range(M): BCs[i] = list(map(int, input().split())) BCs = reversed(sorted(BCs, key=lambda x: x[1])) for B, C in BCs: for _ in range(B): if As[0] >= C: print(sum(As)) sys.exit() heapreplace(As, C) print(sum(As)) if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,413,440,27,0
p03038,Python,Runtime Error,"import heapq from sys import exit N, M = map(int, input().split()) A = list(map(int, input().split())) BC = sorted( [tuple(map(int, input().split())) for _ in range(M)], key=lambda x: x[1], reverse=True, ) heapq.heapify(A) ans = sum(A) for b, c in BC: for _ in range(b): a = heapq.heappop(A) if a < c: ans += c - a else: print(ans) exit() print(ans)","import heapq from sys import exit N, M = map(int, input().split()) A = list(map(int, input().split())) BC = sorted( [tuple(map(int, input().split())) for _ in range(M)], key=lambda x: x[1], reverse=True, ) heapq.heapify(A) ans = sum(A) for b, c in BC: for _ in range(b): if len(A) == 0: print(ans) exit() a = heapq.heappop(A) if a < c: ans += c - a else: print(ans) exit() print(ans)",insert,0,No stderr available,Runtime Error,349,383,34,0
p03038,Python,Time Limit Exceeded,"#!/usr/bin/env python3 import heapq n, m = list(map(int, input().split())) a = list(map(int, input().split())) bc = [list(map(int, input().split())) for _ in range(m)] # bc = sorted(bc, key=lambda x: x[1], reverse=True) # print(bc) heapq.heapify(a) for b, c in bc: for i in range(b): num = heapq.heappop(a) if num < c: heapq.heappush(a, c) else: heapq.heappush(a, num) break # print(a) print(sum(a))","#!/usr/bin/env python3 import heapq n, m = list(map(int, input().split())) a = list(map(int, input().split())) bc = [list(map(int, input().split())) for _ in range(m)] bc = sorted(bc, key=lambda x: x[1], reverse=True) # print(bc) heapq.heapify(a) for b, c in bc: for i in range(b): num = heapq.heappop(a) if num < c: heapq.heappush(a, c) else: heapq.heappush(a, num) break # print(a) print(sum(a))",replace,TLE,No stderr available,Time Limit Exceeded,399,397,-2,0
p03038,Python,Runtime Error,"n, m = map(int, input().split()) a = list(map(int, input().split())) bc = [tuple(map(int, input().split())) for _ in range(m)] a.sort() bc.sort(reverse=True, key=lambda x: x[1]) last_idx = len(a) - 1 idx = 0 for e in bc: b, c = e for i in range(b): if i + idx > last_idx: break if a[i + idx] < c: a[i + idx] = c else: break else: idx += b print(a) print(idx) continue break print(sum(a))","n, m = map(int, input().split()) a = list(map(int, input().split())) bc = [tuple(map(int, input().split())) for _ in range(m)] a.sort() bc.sort(reverse=True, key=lambda x: x[1]) last_idx = len(a) - 1 idx = 0 for e in bc: b, c = e for i in range(b): if i + idx > last_idx: break if a[i + idx] < c: a[i + idx] = c idx += b print(sum(a))",replace,0,No stderr available,Runtime Error,387,334,-53,0
p03038,Python,Runtime Error,"from collections import defaultdict import sys input = sys.stdin.readline N, M = [int(item) for item in input().split()] A = [int(item) for item in input().split()] A.sort() new_dict = defaultdict(lambda: 0) for i in range(M): b, c = [int(item) for item in input().split()] new_dict[c] += b new_dict = sorted(new_dict.items(), key=lambda x: -x[0]) new_list = [] if len(new_dict) > 0: for k, v in new_dict: new_list += [k] * v if len(new_list) >= N: break new_list = new_list[:N] ##### n = min(N, len(new_list)) for i in range(n): if A[i] >= new_list[i]: break A[i] = new_list[i] print(sum(A))","from collections import defaultdict import sys input = sys.stdin.readline N, M = [int(item) for item in input().split()] A = [int(item) for item in input().split()] A.sort() new_dict = defaultdict(lambda: 0) for i in range(M): b, c = [int(item) for item in input().split()] new_dict[c] += b new_dict = sorted(new_dict.items(), key=lambda x: -x[0]) new_list = [] for k, v in new_dict: if v > N: v = N new_list += [k] * v if len(new_list) >= N: break new_list = new_list[:N] ##### n = min(N, len(new_list)) for i in range(n): if A[i] >= new_list[i]: break A[i] = new_list[i] print(sum(A))",replace,0,No stderr available,Runtime Error,592,586,-6,0
p03038,Python,Runtime Error,"N, M = map(int, input().split()) As = list(map(int, input().split())) BCs = [tuple(map(int, input().split())) for _ in range(M)] As.sort() BCs.sort(key=lambda x: x[1], reverse=True) iA = 0 for B, C in BCs: for j in range(B): if As[iA] < C: As[iA] = C iA += 1 else: break else: continue break print(sum(As))","N, M = map(int, input().split()) As = list(map(int, input().split())) BCs = [tuple(map(int, input().split())) for _ in range(M)] As.sort() BCs.sort(key=lambda x: x[1], reverse=True) iA = 0 for B, C in BCs: for j in range(B): if As[iA] < C: As[iA] = C iA += 1 if iA >= N: break else: break else: continue break print(sum(As))",insert,0,No stderr available,Runtime Error,306,324,18,0
p03038,Python,Runtime Error,"n, m = map(int, input().split()) A = list(map(int, input().split())) CB = [] for _ in range(m): b, c = map(int, input().split()) CB.append([c, b]) CB.sort(reverse=True) A.sort() index = 0 for i in range(m): if index >= n: break elif A[index] >= CB[i][0]: break for j in range(CB[i][1]): if A[index] >= CB[i][0]: break A[index] = CB[i][0] index += 1 print(sum(A))","n, m = map(int, input().split()) A = list(map(int, input().split())) CB = [] for _ in range(m): b, c = map(int, input().split()) CB.append([c, b]) CB.sort(reverse=True) A.sort() index = 0 for i in range(m): if index >= n: break elif A[index] >= CB[i][0]: break for j in range(CB[i][1]): if index >= n: break elif A[index] >= CB[i][0]: break A[index] = CB[i][0] index += 1 print(sum(A))",replace,0,No stderr available,Runtime Error,362,385,23,0
p03039,Python,Time Limit Exceeded,"import sys read = sys.stdin.read readline = sys.stdin.readline readlines = sys.stdin.readlines sys.setrecursionlimit(10**9) INF = 1 << 60 MOD = 1000000007 def main(): N, M, K = map(int, readline().split()) COM_MAX = N * M fac, finv, inv = [0] * (COM_MAX + 1), [0] * (COM_MAX + 1), [0] * (COM_MAX + 1) fac[0] = fac[1] = finv[0] = finv[1] = inv[1] = 1 for i in range(2, COM_MAX + 1): fac[i] = fac[i - 1] * i % MOD inv[i] = MOD - inv[MOD % i] * (MOD // i) % MOD finv[i] = finv[i - 1] * inv[i] % MOD def com(n, r): if n < 0 or r < 0 or n < r: return 0 return fac[n] * (finv[r] * finv[n - r] % MOD) % MOD def solve(n, m, k): ans = 0 for j in range(1, k): tmp = 0 for i in range(1, n): tmp = (tmp + com(m * i, j) * com(m * (n - i), k - j)) % MOD ans = (ans + tmp * j * (k - j)) % MOD return ans ans = (solve(N, M, K) + solve(M, N, K)) % MOD print(ans) return if __name__ == ""__main__"": main()","import sys read = sys.stdin.read readline = sys.stdin.readline readlines = sys.stdin.readlines sys.setrecursionlimit(10**9) INF = 1 << 60 MOD = 1000000007 def main(): N, M, K = map(int, readline().split()) COM_MAX = N * M fac, finv, inv = [0] * (COM_MAX + 1), [0] * (COM_MAX + 1), [0] * (COM_MAX + 1) fac[0] = fac[1] = finv[0] = finv[1] = inv[1] = 1 for i in range(2, COM_MAX + 1): fac[i] = fac[i - 1] * i % MOD inv[i] = MOD - inv[MOD % i] * (MOD // i) % MOD finv[i] = finv[i - 1] * inv[i] % MOD def com(n, r): if n < 0 or r < 0 or n < r: return 0 return fac[n] * (finv[r] * finv[n - r] % MOD) % MOD def solve(n, m, k): ans = 0 for d in range(1, n): ans = (ans + com(n * m - 2, k - 2) * (m**2) * (n - d) * d) % MOD return ans ans = (solve(N, M, K) + solve(M, N, K)) % MOD print(ans) return if __name__ == ""__main__"": main()",replace,TLE,No stderr available,Time Limit Exceeded,886,823,-63,0
p03039,Python,Time Limit Exceeded,"def comb(n, k, mod=10**9 + 7): from functools import reduce from operator import mul k = min(k, n - k) x = reduce(mul, range(n - k + 1, n + 1), 1) % mod y = reduce(mul, range(1, k + 1), 1) % mod return x * pow(y, mod - 2, mod) % mod def solve(string): n, m, k = map(int, string.split()) mod = 10**9 + 7 base = n * m * (n + m) * (n * m - 1) // 6 % mod return str(base * comb(n * m - 2, k - 2) % mod) if __name__ == ""__main__"": print(solve(input()))","def comb(n, k, mod=10**9 + 7): from functools import reduce from operator import mul k = min(k, n - k) def calc(x, y): return x * y % mod x = reduce(calc, range(n - k + 1, n + 1), 1) % mod y = reduce(calc, range(1, k + 1), 1) % mod return x * pow(y, mod - 2, mod) % mod def solve(string): n, m, k = map(int, string.split()) mod = 10**9 + 7 base = n * m * (n + m) * (n * m - 1) // 6 % mod return str(base * comb(n * m - 2, k - 2) % mod) if __name__ == ""__main__"": print(solve(input()))",replace,TLE,No stderr available,Time Limit Exceeded,447,484,37,0
p03039,Python,Runtime Error,"import sys readline = sys.stdin.readline MOD = 10**9 + 7 INF = float(""INF"") sys.setrecursionlimit(10**5) def comb_mod(n, r): res = 1 r = min(n - r, r) for i in range(r): res *= n - i res %= MOD res *= pow((r - i), -1, MOD) return res def main(): n, m, k = list(map(int, readline().split())) com = comb_mod(n * m - 2, k - 2) x = 0 y = 0 for i in range(n): right = n - 1 - i x += (right + 1) * right // 2 x %= MOD for i in range(m): down = m - 1 - i y += (down + 1) * down // 2 y %= MOD ans = 0 ans += m**2 * x * com ans += n**2 * y * com ans %= MOD print(ans) if __name__ == ""__main__"": main()","import sys readline = sys.stdin.readline MOD = 10**9 + 7 INF = float(""INF"") sys.setrecursionlimit(10**5) def comb_mod(n, r): res = 1 r = min(n - r, r) for i in range(r): res *= n - i res %= MOD res *= pow((r - i), MOD - 2, MOD) return res def main(): n, m, k = list(map(int, readline().split())) com = comb_mod(n * m - 2, k - 2) x = 0 y = 0 for i in range(n): right = n - 1 - i x += (right + 1) * right // 2 x %= MOD for i in range(m): down = m - 1 - i y += (down + 1) * down // 2 y %= MOD ans = 0 ans += m**2 * x * com ans += n**2 * y * com ans %= MOD print(ans) if __name__ == ""__main__"": main()",replace,0,No stderr available,Runtime Error,592,597,5,0
p03040,Python,Runtime Error,"from heapq import heappush, heappushpop Q = int(input()) b = 0 la = [] sl = 0 ra = [] sr = 0 cnt = 0 for _ in range(Q): q = map(int, input().split()) # print(la, ra) if q[0] == 2: # 求値 x = -la[0] cl = (cnt + 1) // 2 cr = cnt - cl print(x, (cl * x - sl) + (sr - cr * x) + b) else: # 更新 b += q[2] cnt += 1 if cnt % 2 == 1: sr += q[1] x = heappushpop(ra, q[1]) sr -= x sl += x heappush(la, -x) else: sl += q[1] x = heappushpop(la, -q[1]) x *= -1 sl -= x sr += x heappush(ra, x)","from heapq import heappush, heappushpop Q = int(input()) b = 0 la = [] sl = 0 ra = [] sr = 0 cnt = 0 for _ in range(Q): q = tuple(map(int, input().split())) # print(la, ra) if q[0] == 2: # 求値 x = -la[0] cl = (cnt + 1) // 2 cr = cnt - cl print(x, (cl * x - sl) + (sr - cr * x) + b) else: # 更新 b += q[2] cnt += 1 if cnt % 2 == 1: sr += q[1] x = heappushpop(ra, q[1]) sr -= x sl += x heappush(la, -x) else: sl += q[1] x = heappushpop(la, -q[1]) x *= -1 sl -= x sr += x heappush(ra, x)",replace,TypeError: 'map' object is not subscriptable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03040/Python/s771493021.py"", line 15, in <module>
    if q[0] == 2:
TypeError: 'map' object is not subscriptable
",Runtime Error,474,481,7,0
p03041,Python,Runtime Error,"n, k = map(int, input().split()) s = input() print(s.replace(s[k], s[k].lower()))","n, k = map(int, input().split()) s = input() print(s[: k - 1] + s[k - 1].lower() + s[k:])",replace,0,No stderr available,Runtime Error,81,89,8,0
p03041,Python,Runtime Error,"# -*- coding: utf-8 -*- def main(): _, K = map(int, input().split("" "")) S = input() S[K - 1] = S[K - 1].lower() print(S) if __name__ == ""__main__"": main()","# -*- coding: utf-8 -*- def main(): _, K = map(int, input().split("" "")) S = input() print(S[: K - 1] + S[K - 1].lower() + S[K:]) if __name__ == ""__main__"": main()",replace,TypeError: 'str' object does not support item assignment,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s201072546.py"", line 13, in <module>
    main()
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s201072546.py"", line 7, in main
    S[K - 1] = S[K - 1].lower()
TypeError: 'str' object does not support item assignment
",Runtime Error,154,162,8,0
p03041,Python,Runtime Error,"n, k = map(int, input().split()) s = input() s[k - 1] = s[k - 1].lower() print(s)","n, k = map(int, input().split()) s = input() print(s[: k - 1] + s[k - 1].lower() + s[k:])",replace,TypeError: 'str' object does not support item assignment,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s255611980.py"", line 3, in <module>
    s[k - 1] = s[k - 1].lower()
TypeError: 'str' object does not support item assignment
",Runtime Error,81,89,8,0
p03041,Python,Runtime Error,"N = int(input()) K = int(input()) S = input() s1 = S[: K - 1] s2 = S[K:] if S[K - 1] == ""A"": s = s1 + ""a"" + s2 elif S[K - 1] == ""B"": s = s1 + ""b"" + s2 else: s = s1 + ""c"" + s2 print(s)","nums = input().split() N = int(nums[0]) K = int(nums[1]) S = input() s1 = S[: K - 1] s2 = S[K:] if S[K - 1] == ""A"": s = s1 + ""a"" + s2 elif S[K - 1] == ""B"": s = s1 + ""b"" + s2 else: s = s1 + ""c"" + s2 print(s)",replace,ValueError: invalid literal for int() with base 10: '3 1',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s245648699.py"", line 1, in <module>
    N = int(input())
ValueError: invalid literal for int() with base 10: '3 1'
",Runtime Error,183,206,23,0
p03041,Python,Runtime Error,"N, K = map(int, input().split()) S = str(input()) if S[K - 1] == ""A"": S[K - 1] = ""a"" print("""".join(S)) elif S[K - 1] == ""B"": S[K - 1] = ""b"" print("""".join(S)) else: S[K - 1] = ""c"" print("""".join(S))","N, K = map(int, input().split()) S = list(input()) if S[K - 1] == ""A"": S[K - 1] = ""a"" print("""".join(S)) elif S[K - 1] == ""B"": S[K - 1] = ""b"" print("""".join(S)) else: S[K - 1] = ""c"" print("""".join(S))",replace,TypeError: 'str' object does not support item assignment,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s243214892.py"", line 4, in <module>
    S[K - 1] = ""a""
TypeError: 'str' object does not support item assignment
",Runtime Error,196,197,1,0
p03041,Python,Runtime Error,"N = input() K = input() S = list(input()) S[K - 1] = S[K - 1].lower() print("""".join(S))","N, K = (int(i) for i in input().split()) S = list(input()) S[K - 1] = S[K - 1].lower() print("""".join(S))",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03041/Python/s060420090.py"", line 3, in <module>
    S = list(input())
EOFError: EOF when reading a line
",Runtime Error,87,104,17,0
p03041,Python,Runtime Error,"n, k = map(int, input().split()) s = list(input()) s[k] = s[k].lower() print("""".join(s))","n, k = map(int, input().split()) s = list(input()) s[k - 1] = s[k - 1].lower() print("""".join(s))",replace,0,No stderr available,Runtime Error,88,96,8,0
p03042,Python,Runtime Error,"s = input() if s[:2] == ""00"" or s[2:] == ""00"": print(""NA"") elif s[:2] > 12 and 0 <= s[2:] <= 12: print(""YYMM"") elif 0 <= s[:2] <= 12 and 0 <= s[2:] <= 12: print(""AMBIGUOUS"") else: print(""MMYY"")","s = input() f = 0 < int(s[:2]) < 13 s = 0 < int(s[2:]) < 13 ans = ""NA"" if f and s: ans = ""AMBIGUOUS"" elif s: ans = ""YYMM"" elif f: ans = ""MMYY"" print(ans)",replace,TypeError: '>' not supported between instances of 'str' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03042/Python/s048876965.py"", line 4, in <module>
    elif s[:2] > 12 and 0 <= s[2:] <= 12:
TypeError: '>' not supported between instances of 'str' and 'int'
",Runtime Error,193,153,-40,0
p03043,Python,Time Limit Exceeded,"from functools import reduce from operator import mul def main(): N, K = map(int, input().split()) print( sum( [ reduce(mul, [0.5 for j in range(K) if i << j < K], 1 / N) for i in range(1, N + 1) ] ) ) return main()","from functools import reduce from operator import mul def main(): N, K = map(int, input().split()) ans = [] lst = [] for i in range(1, N + 1): lst.clear() for j in range(K): if K <= i << j: break lst.append(0.5) ans.append(reduce(mul, lst, 1 / N)) print(sum(ans)) return main()",replace,TLE,No stderr available,Time Limit Exceeded,215,277,62,0
p03043,Python,Runtime Error,"import math n, k = map(int, input().split()) # for small score = 0 times = [] for i in range(1, min(n + 1, k)): times.append(math.ceil(math.log2((k / i)))) bottom_max = times[0] for t in times: score += 2 ** (bottom_max - t) score /= 2 ** (bottom_max) * n # for big big = [i for i in range(k, max(k, n + 1))] score += len(big) / n print(""{:.10f}"".format(score))","import math n, k = map(int, input().split()) # for small score = 0 times = [] for i in range(1, min(n + 1, k)): times.append(math.ceil(math.log2((k / i)))) if len(times): bottom_max = times[0] for t in times: score += 2 ** (bottom_max - t) score /= 2 ** (bottom_max) * n # for big big = [i for i in range(k, max(k, n + 1))] score += len(big) / n print(""{:.10f}"".format(score))",replace,0,No stderr available,Runtime Error,361,376,15,0
p03043,Python,Runtime Error,"import math N, K = map(int, input().split()) p = 0 for i in range(1, min(K, N + 1)): print(math.ceil(math.log2(K / i))) p += 2 ** (-math.ceil(math.log2(K / i))) p += max(0, N - K + 1) print(p / N)","import math N, K = map(int, input().split()) p = 0 count = 1 while True: p += ( max(0, min(N + 1, math.ceil(K / 2 ** (count - 1))) - math.ceil(K / 2**count)) * 0.5**count ) count += 1 if K / 2**count < 0.5: break p += max(0, N - K + 1) print(p / N)",replace,0,No stderr available,Runtime Error,196,248,52,0
p03043,Python,Runtime Error,"def resolve(): N, K = [int(i) for i in input().split()] import math ans = 0 for i in range(1, N + 1): if i < K: coin = math.ceil(math.log2(K / i)) ans += (1 / N) * ((1 / 2) ** coin) else: ans += 1 / N print(ans) resolve()","n, k = map(int, input().split()) ans = 0 for i in range(1, n + 1): tmp = 1 / n p = i while p < k: p = 2 * p tmp = tmp / 2 ans += tmp print(ans)",replace,0,No stderr available,Runtime Error,221,143,-78,0
p03043,Python,Runtime Error,"[n, m] = [int(i) for i in input().split()] a = [int(i) for i in input().split()] for i in range(m): idx = a.index(max(a)) a[idx] = int(a[idx] / 2) print(sum(a))","[n, k] = [int(i) for i in input().split()] total = 0 for i in range(1, n + 1): point = i prob = 1 / n while point < k: point *= 2 prob /= 2 total += prob print(total)",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p03043/Python/s545196678.py"", line 2, in <module>
    a = [int(i) for i in input().split()]
EOFError: EOF when reading a line
",Runtime Error,160,166,6,0
p03044,Python,Runtime Error,"def dfs(i, d): # print(i, d) for j, w in node_array[i]: if color_array[j] == -1: color_array[j] = (d + w) % 2 dfs(j, d + w) N = int(input()) node_array = [[] for i in range(N)] color_array = [-1] * N for _ in range(N - 1): i, j, w = map(int, input().split()) node_array[i - 1].append((j - 1, w)) node_array[j - 1].append((i - 1, w)) color_array[0] = 0 dfs(0, 0) for i in range(N): print(color_array[i])","from sys import setrecursionlimit setrecursionlimit(10**8) def dfs(i, d): # print(i, d) for j, w in node_array[i]: if color_array[j] == -1: color_array[j] = (d + w) % 2 dfs(j, d + w) N = int(input()) node_array = [[] for i in range(N)] color_array = [-1] * N for _ in range(N - 1): i, j, w = map(int, input().split()) node_array[i - 1].append((j - 1, w)) node_array[j - 1].append((i - 1, w)) color_array[0] = 0 dfs(0, 0) for i in range(N): print(color_array[i])",insert,0,No stderr available,Runtime Error,402,461,59,0
p03044,Python,Runtime Error,"class Tree: WHITE = 0 GRAY = 1 BLACK = 2 def __init__(self, adj): n = len(adj) self.adj = adj self.colors = [self.WHITE] * n self.depths = [-1] * n self.depth = 0 def dfs(self, u): if self.colors[u] == self.BLACK: return self.colors[u] = self.GRAY self.depths[u] = self.depth for v, w in self.adj[u]: if self.colors[v] == self.WHITE: self.depth += w self.dfs(v) self.depth -= w self.colors[u] = self.BLACK if __name__ == ""__main__"": n = int(input()) uvw = [list(map(int, input().split())) for _ in range(n - 1)] g = [[] for _ in range(n)] for u, v, w in uvw: u -= 1 v -= 1 g[u].append((v, w)) g[v].append((u, w)) tree = Tree(g) tree.dfs(0) ans = [x % 2 for x in tree.depths] print(*ans, sep=""\n"")","import sys sys.setrecursionlimit(10**6) class Tree: WHITE = 0 GRAY = 1 BLACK = 2 def __init__(self, adj): n = len(adj) self.adj = adj self.colors = [self.WHITE] * n self.depths = [-1] * n self.depth = 0 def dfs(self, u): if self.colors[u] == self.BLACK: return self.colors[u] = self.GRAY self.depths[u] = self.depth for v, w in self.adj[u]: if self.colors[v] == self.WHITE: self.depth += w self.dfs(v) self.depth -= w self.colors[u] = self.BLACK if __name__ == ""__main__"": n = int(input()) uvw = [list(map(int, input().split())) for _ in range(n - 1)] g = [[] for _ in range(n)] for u, v, w in uvw: u -= 1 v -= 1 g[u].append((v, w)) g[v].append((u, w)) tree = Tree(g) tree.dfs(0) ans = [x % 2 for x in tree.depths] print(*ans, sep=""\n"")",insert,0,No stderr available,Runtime Error,696,736,40,0
p03044,Python,Time Limit Exceeded,"N = int(input()) node_array = [list(map(int, input().split())) for i in range(N - 1)] # print(node_array) tree_num_array = [-1] * N # print(tree_num_array) tree_num_max = -1 tree = {} last_tree_num = -1 for node in node_array: # print(tree) i, j, w = node i = i - 1 j = j - 1 if tree_num_array[i] == -1 and tree_num_array[j] == -1: # print(i, j, ""added"") tree_num_max += 1 tree[tree_num_max] = {i: 0, j: w} tree_num_array[i] = tree_num_max tree_num_array[j] = tree_num_max last_tree_num = tree_num_max continue elif tree_num_array[i] == -1: # print(i, ""added"") tree_num_added = tree_num_array[j] tree[tree_num_added][i] = tree[tree_num_added][j] + w tree_num_array[i] = tree_num_added last_tree_num = tree_num_added elif tree_num_array[j] == -1: # print(j, ""added"") tree_num_added = tree_num_array[i] tree[tree_num_added][j] = tree[tree_num_added][i] + w tree_num_array[j] = tree_num_added last_tree_num = tree_num_added else: tree_num_added = tree_num_array[i] tree_num_united = tree_num_array[j] # print(tree_num_added, tree_num_united, ""united"") tree_value_i = tree[tree_num_added][i] tree_value_j = tree[tree_num_united][j] for key, value in tree[tree_num_united].items(): tree[tree_num_added][key] = tree_value_i + w + abs(value - tree_value_j) tree_num_array[int(key)] = tree_num_added last_tree_num = tree_num_added # print(tree) ans_dict = sorted(tree[last_tree_num].items(), key=lambda x: int(x[0])) # print(ans_dict) for distance in ans_dict: print(distance[1] % 2)","N = int(input()) node_array = [list(map(int, input().split())) for i in range(N - 1)] # print(node_array) tree_num_array = [-1] * N # print(tree_num_array) tree_num_max = -1 tree = {} last_tree_num = -1 for node in node_array: # print(tree) i, j, w = node i = i - 1 j = j - 1 if tree_num_array[i] == -1 and tree_num_array[j] == -1: # print(i, j, ""added"") tree_num_max += 1 tree[tree_num_max] = {i: 0, j: w} tree_num_array[i] = tree_num_max tree_num_array[j] = tree_num_max last_tree_num = tree_num_max continue elif tree_num_array[i] == -1: # print(i, ""added"") tree_num_added = tree_num_array[j] tree[tree_num_added][i] = tree[tree_num_added][j] + w tree_num_array[i] = tree_num_added last_tree_num = tree_num_added elif tree_num_array[j] == -1: # print(j, ""added"") tree_num_added = tree_num_array[i] tree[tree_num_added][j] = tree[tree_num_added][i] + w tree_num_array[j] = tree_num_added last_tree_num = tree_num_added else: tree_num_i = tree_num_array[i] tree_num_j = tree_num_array[j] # print(tree_num_i, tree_num_j, ""unite"") if len(tree[tree_num_i]) > len(tree[tree_num_j]): tree_main_num = tree_num_i tree_main_value = tree[tree_main_num][i] tree_sub_num = tree_num_j tree_sub_value = tree[tree_sub_num][j] else: tree_main_num = tree_num_j tree_main_value = tree[tree_main_num][j] tree_sub_num = tree_num_i tree_sub_value = tree[tree_sub_num][i] for key, value in tree[tree_sub_num].items(): tree[tree_main_num][key] = tree_main_value + w + abs(value - tree_sub_value) tree_num_array[int(key)] = tree_main_num last_tree_num = tree_main_num # print(tree) ans_dict = sorted(tree[last_tree_num].items(), key=lambda x: int(x[0])) # print(ans_dict) for distance in ans_dict: print(distance[1] % 2)",replace,TLE,No stderr available,Time Limit Exceeded,1475,1698,223,0
p03044,Python,Runtime Error,"def dfs(u): for v, w in edge[u]: if trail[v] is None: trail[v] = (trail[u] + w) % 2 dfs(v) N = int(input()) trail = [None] * N edge = [[] for _ in range(N)] for i in range(N - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 w %= 2 edge[u].append((v, w)) edge[v].append((u, w)) trail[0] = 0 dfs(0) for t in trail: print(t)","import sys sys.setrecursionlimit(10**6) def dfs(u): for v, w in edge[u]: if trail[v] is None: trail[v] = (trail[u] + w) % 2 dfs(v) N = int(input()) trail = [None] * N edge = [[] for _ in range(N)] for i in range(N - 1): u, v, w = map(int, input().split()) u -= 1 v -= 1 w %= 2 edge[u].append((v, w)) edge[v].append((u, w)) trail[0] = 0 dfs(0) for t in trail: print(t)",insert,0,No stderr available,Runtime Error,327,367,40,0
